Shipping ID,Ship Mode,Courier,Order Date,Delivered Date,Delivery Timing,"City, State and Postal code"
CA-2023-144491,Standard Class,Hero Van,2023-05-19,2023-06-08,On time,Kuching-Sarawak-93000
CA-2023-1446122,Standard Class,Hero Van,2023-05-21,2023-06-10,On time,Kuching-Sarawak-93000
CA-2023-1446501,Standard Class,Parcel Express,2023-05-03,2023-05-13,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1446604,Standard Class,Hero Van,2023-05-18,2023-05-28,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1448513,Standard Class,Hero Van,2023-05-07,2023-06-06,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-144904,Second Class,HomeLaju,2023-05-05,2023-05-15,Early,Kota Kinabalu-Sabah-88000
CA-2023-145093,Second Class,HomeLaju,2023-05-28,2023-06-17,On time,Kota Kinabalu-Sabah-88000
CA-2023-1451559,Second Class,Parcel Express,2023-05-16,2023-06-05,On time,Kota Kinabalu-Sabah-88000
CA-2023-145226,Second Class,HomeLaju,2023-05-14,2023-06-03,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1455175,Second Class,Hero Van,2023-05-12,2023-06-11,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1457386,Second Class,Hero Van,2023-05-09,2023-05-29,On time,Kota Kinabalu-Sabah-88000
CA-2023-1457847,Second Class,Parcel Express,2023-05-05,2023-06-04,Late,Kota Kinabalu-Sabah-88000
CA-2023-1458595,Standard Class,HomeLaju,2023-05-14,2023-06-03,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1462261,Standard Class,Hero Van,2023-05-02,2023-06-01,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1462764,Standard Class,Parcel Express,2023-05-23,2023-06-22,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-146360,Standard Class,Parcel Express,2023-05-01,2023-05-31,Late,George Town-Penang-10200
CA-2023-1463918,Standard Class,Parcel Express,2023-05-06,2023-05-26,On time,George Town-Penang-10200
CA-2023-1464370,Standard Class,HomeLaju,2023-05-21,2023-05-31,Early,Kota Kinabalu-Sabah-88000
CA-2023-1464723,Standard Class,HomeLaju,2023-05-10,2023-05-20,Early,Kota Kinabalu-Sabah-88000
CA-2023-1464751,Standard Class,Hero Van,2023-05-11,2023-05-21,Early,Kota Kinabalu-Sabah-88000
CA-2023-1465139,First Class,Parcel Express,2023-05-07,2023-06-06,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1466223,First Class,HomeLaju,2023-05-23,2023-06-22,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1468767,First Class,Hero Van,2023-05-28,2023-06-17,On time,George Town-Penang-10200
CA-2023-1470074,First Class,HomeLaju,2023-05-07,2023-06-06,Late,George Town-Penang-10200
CA-2023-147354,First Class,HomeLaju,2023-05-25,2023-06-24,Late,Johor Bahru-Johor-80000
CA-2023-1475055,First Class,HomeLaju,2023-05-13,2023-06-12,Late,Johor Bahru-Johor-80000
CA-2023-1476090,First Class,Parcel Express,2023-05-19,2023-06-18,Late,Johor Bahru-Johor-80000
CA-2023-1477643,Standard Class,Parcel Express,2023-05-04,2023-05-24,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1482387,Standard Class,HomeLaju,2023-05-11,2023-05-21,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1484543,Standard Class,Hero Van,2023-05-17,2023-06-16,Late,George Town-Penang-10200
CA-2023-1485032,Standard Class,HomeLaju,2023-05-01,2023-05-21,On time,George Town-Penang-10200
CA-2023-1485979,Standard Class,HomeLaju,2023-05-20,2023-06-09,On time,George Town-Penang-10200
CA-2023-1487477,Standard Class,Hero Van,2023-05-20,2023-05-30,Early,Johor Bahru-Johor-80000
CA-2023-1487689,Standard Class,Hero Van,2023-05-28,2023-06-17,On time,Johor Bahru-Johor-80000
CA-2023-1490226,Standard Class,Hero Van,2023-05-02,2023-05-22,On time,Johor Bahru-Johor-80000
CA-2023-1491456,Standard Class,Hero Van,2023-05-23,2023-06-22,Late,Kota Kinabalu-Sabah-88000
CA-2023-1496334,Standard Class,Hero Van,2023-05-24,2023-06-13,On time,Kota Kinabalu-Sabah-88000
CA-2023-1497744,Standard Class,HomeLaju,2023-05-12,2023-06-11,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-149838,Standard Class,HomeLaju,2023-05-19,2023-06-18,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1499329,Standard Class,HomeLaju,2023-05-13,2023-05-23,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-149944,First Class,Hero Van,2023-05-26,2023-06-25,Late,George Town-Penang-10200
CA-2023-1500614,First Class,HomeLaju,2023-05-18,2023-06-17,Late,George Town-Penang-10200
CA-2023-1500740,Second Class,HomeLaju,2023-05-24,2023-06-03,Early,Kota Kinabalu-Sabah-88000
CA-2023-1501472,Second Class,Hero Van,2023-05-07,2023-05-17,Early,Kota Kinabalu-Sabah-88000
CA-2023-1502510,Second Class,Parcel Express,2023-05-24,2023-06-23,Late,Kota Kinabalu-Sabah-88000
CA-2023-1504400,Standard Class,Parcel Express,2023-05-04,2023-06-03,Late,Kuching-Sarawak-93000
CA-2023-15064,Standard Class,Parcel Express,2023-05-15,2023-06-14,Late,Kuching-Sarawak-93000
CA-2023-1509375,Standard Class,HomeLaju,2023-05-18,2023-06-07,On time,Kota Kinabalu-Sabah-88000
CA-2023-151176,Standard Class,Hero Van,2023-05-05,2023-05-15,Early,Kota Kinabalu-Sabah-88000
CA-2023-1512081,Standard Class,Hero Van,2023-05-02,2023-06-01,Late,Kota Kinabalu-Sabah-88000
CA-2023-1513581,Standard Class,Hero Van,2023-05-16,2023-05-26,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-151484,Standard Class,Hero Van,2023-05-18,2023-06-17,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1514999,Standard Class,Hero Van,2023-05-02,2023-05-22,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1516896,Standard Class,Hero Van,2023-05-02,2023-05-22,On time,Johor Bahru-Johor-80000
CA-2023-151750,Standard Class,Hero Van,2023-05-28,2023-06-27,Late,Johor Bahru-Johor-80000
CA-2023-1518412,Standard Class,HomeLaju,2023-05-26,2023-06-05,Early,Johor Bahru-Johor-80000
CA-2023-151855,Standard Class,Parcel Express,2023-05-17,2023-05-27,Early,Kuching-Sarawak-93000
CA-2023-1518947,Standard Class,Parcel Express,2023-05-08,2023-05-18,Early,Kuching-Sarawak-93000
CA-2023-152310,Standard Class,Hero Van,2023-05-03,2023-05-23,On time,Kuching-Sarawak-93000
CA-2023-1523796,Standard Class,Parcel Express,2023-05-12,2023-05-22,Early,George Town-Penang-10200
CA-2023-152554,Standard Class,Parcel Express,2023-05-23,2023-06-02,Early,George Town-Penang-10200
CA-2023-1527652,Standard Class,Hero Van,2023-05-28,2023-06-27,Late,Johor Bahru-Johor-80000
CA-2023-152807,Standard Class,Hero Van,2023-05-26,2023-06-05,Early,Johor Bahru-Johor-80000
CA-2023-1531705,First Class,HomeLaju,2023-05-07,2023-06-06,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1531859,First Class,HomeLaju,2023-05-10,2023-05-20,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-153286,First Class,Hero Van,2023-05-21,2023-06-20,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1533483,First Class,HomeLaju,2023-05-22,2023-06-01,Early,Johor Bahru-Johor-80000
CA-2023-1533748,First Class,Hero Van,2023-05-03,2023-05-23,On time,Johor Bahru-Johor-80000
CA-2023-1534209,First Class,Hero Van,2023-05-05,2023-06-04,Late,Johor Bahru-Johor-80000
CA-2023-1537602,Standard Class,HomeLaju,2023-05-22,2023-06-01,Early,Johor Bahru-Johor-80000
CA-2023-1540562,Standard Class,Parcel Express,2023-05-11,2023-05-31,On time,Johor Bahru-Johor-80000
CA-2023-1544162,Standard Class,Parcel Express,2023-05-15,2023-05-25,Early,Kota Kinabalu-Sabah-88000
CA-2023-1545380,Standard Class,Parcel Express,2023-05-27,2023-06-06,Early,Kota Kinabalu-Sabah-88000
CA-2023-1545649,Standard Class,HomeLaju,2023-05-11,2023-05-31,On time,Kuching-Sarawak-93000
CA-2023-1547125,Standard Class,Parcel Express,2023-05-10,2023-05-30,On time,Kuching-Sarawak-93000
CA-2023-1547559,Standard Class,HomeLaju,2023-05-27,2023-06-26,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1548826,Standard Class,HomeLaju,2023-05-07,2023-06-06,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1549835,Standard Class,Parcel Express,2023-05-04,2023-06-03,Late,George Town-Penang-10200
CA-2023-1550728,Standard Class,HomeLaju,2023-05-26,2023-06-15,On time,George Town-Penang-10200
CA-2023-1551748,Standard Class,HomeLaju,2023-05-01,2023-05-31,Late,Johor Bahru-Johor-80000
CA-2023-1552378,Standard Class,Hero Van,2023-05-02,2023-05-22,On time,Johor Bahru-Johor-80000
CA-2023-1552395,Standard Class,HomeLaju,2023-05-05,2023-05-15,Early,Kota Kinabalu-Sabah-88000
CA-2023-1556476,Standard Class,HomeLaju,2023-05-06,2023-05-26,On time,Kota Kinabalu-Sabah-88000
CA-2023-1557707,Standard Class,Hero Van,2023-05-25,2023-06-14,On time,Kota Kinabalu-Sabah-88000
CA-2023-1558166,Standard Class,Parcel Express,2023-05-08,2023-05-28,On time,Kuching-Sarawak-93000
CA-2023-1558213,Standard Class,Hero Van,2023-05-03,2023-06-02,Late,Kuching-Sarawak-93000
CA-2023-156237,Second Class,Hero Van,2023-05-19,2023-06-08,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1563441,Second Class,Hero Van,2023-05-18,2023-05-28,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1564775,Second Class,Hero Van,2023-05-12,2023-05-22,Early,George Town-Penang-10200
CA-2023-156769,Second Class,Parcel Express,2023-05-18,2023-06-07,On time,George Town-Penang-10200
CA-2023-1570566,Second Class,Hero Van,2023-05-23,2023-06-22,Late,George Town-Penang-10200
CA-2023-1570873,Second Class,Hero Van,2023-05-25,2023-06-04,Early,Kota Kinabalu-Sabah-88000
CA-2023-1573270,Second Class,Parcel Express,2023-05-18,2023-06-17,Late,Kota Kinabalu-Sabah-88000
CA-2023-1574010,Second Class,HomeLaju,2023-05-28,2023-06-17,On time,Kota Kinabalu-Sabah-88000
CA-2023-157469,Second Class,HomeLaju,2023-05-07,2023-06-06,Late,Kuching-Sarawak-93000
CA-2023-1574983,Second Class,Hero Van,2023-05-24,2023-06-23,Late,Kuching-Sarawak-93000
CA-2023-157554,Second Class,HomeLaju,2023-05-11,2023-05-21,Early,Kuching-Sarawak-93000
CA-2023-1576663,Second Class,Parcel Express,2023-05-04,2023-05-14,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1577447,Second Class,HomeLaju,2023-05-18,2023-06-07,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1577963,Second Class,Parcel Express,2023-05-18,2023-06-07,On time,George Town-Penang-10200
CA-2023-1578409,Second Class,HomeLaju,2023-05-27,2023-06-16,On time,George Town-Penang-10200
CA-2023-157966,Second Class,HomeLaju,2023-05-04,2023-06-03,Late,Kuching-Sarawak-93000
CA-2023-1580691,Second Class,Hero Van,2023-05-06,2023-06-05,Late,Kuching-Sarawak-93000
CA-2023-158071,Standard Class,Parcel Express,2023-05-15,2023-06-04,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-158071,Standard Class,Parcel Express,2023-05-14,2023-06-13,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-158133,Standard Class,HomeLaju,2023-05-27,2023-06-06,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1583648,Standard Class,Hero Van,2023-05-21,2023-06-20,Late,Kuching-Sarawak-93000
CA-2023-1585233,Standard Class,HomeLaju,2023-05-02,2023-05-12,Early,Kuching-Sarawak-93000
CA-2023-1585418,Standard Class,HomeLaju,2023-05-10,2023-05-20,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1587177,Standard Class,HomeLaju,2023-05-17,2023-05-27,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-158722,Standard Class,Parcel Express,2023-05-05,2023-05-25,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-158734,Standard Class,Parcel Express,2023-05-19,2023-05-29,Early,Johor Bahru-Johor-80000
CA-2023-158743,Standard Class,HomeLaju,2023-05-12,2023-06-01,On time,Johor Bahru-Johor-80000
CA-2023-1588179,Standard Class,Hero Van,2023-05-14,2023-06-03,On time,Johor Bahru-Johor-80000
CA-2023-1590526,Standard Class,Parcel Express,2023-05-10,2023-06-09,Late,George Town-Penang-10200
CA-2023-159100,Standard Class,Hero Van,2023-05-06,2023-05-26,On time,George Town-Penang-10200
CA-2023-1593394,Standard Class,Parcel Express,2023-05-22,2023-06-01,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1593866,Standard Class,HomeLaju,2023-05-20,2023-06-19,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1594423,Standard Class,Parcel Express,2023-05-10,2023-05-30,On time,Kota Kinabalu-Sabah-88000
CA-2023-1594567,Standard Class,Parcel Express,2023-05-21,2023-05-31,Early,Kota Kinabalu-Sabah-88000
CA-2023-159743,Standard Class,Parcel Express,2023-05-04,2023-05-14,Early,Kota Kinabalu-Sabah-88000
CA-2023-1599297,First Class,Hero Van,2023-05-22,2023-06-11,On time,Kota Kinabalu-Sabah-88000
CA-2023-1600793,First Class,Hero Van,2023-05-09,2023-05-19,Early,Kota Kinabalu-Sabah-88000
CA-2023-1603783,First Class,HomeLaju,2023-05-05,2023-05-15,Early,Kota Kinabalu-Sabah-88000
CA-2023-1605761,First Class,Parcel Express,2023-05-09,2023-05-29,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1607268,First Class,HomeLaju,2023-05-01,2023-05-21,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1608737,First Class,Parcel Express,2023-05-03,2023-05-13,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-161067,Standard Class,Hero Van,2023-05-15,2023-06-14,Late,George Town-Penang-10200
CA-2023-1610802,Standard Class,Parcel Express,2023-05-27,2023-06-26,Late,George Town-Penang-10200
CA-2023-161088,Second Class,Hero Van,2023-05-20,2023-06-09,On time,George Town-Penang-10200
CA-2023-1612600,Second Class,Parcel Express,2023-05-25,2023-06-14,On time,George Town-Penang-10200
CA-2023-161333,Second Class,HomeLaju,2023-05-27,2023-06-06,Early,George Town-Penang-10200
CA-2023-1614789,Standard Class,Hero Van,2023-05-05,2023-05-15,Early,Kota Kinabalu-Sabah-88000
CA-2023-161577,Standard Class,HomeLaju,2023-05-24,2023-06-23,Late,Kota Kinabalu-Sabah-88000
CA-2023-1615955,Standard Class,Hero Van,2023-05-17,2023-06-06,On time,Kuching-Sarawak-93000
CA-2023-1616822,Standard Class,HomeLaju,2023-05-24,2023-06-13,On time,Kuching-Sarawak-93000
CA-2023-1617430,Standard Class,Hero Van,2023-05-08,2023-05-28,On time,Kuching-Sarawak-93000
CA-2023-1618244,Second Class,Hero Van,2023-05-22,2023-06-21,Late,George Town-Penang-10200
CA-2023-161893,Second Class,Parcel Express,2023-05-26,2023-06-25,Late,George Town-Penang-10200
CA-2023-1621413,Second Class,Parcel Express,2023-05-20,2023-06-09,On time,George Town-Penang-10200
CA-2023-1624263,Second Class,Hero Van,2023-05-12,2023-06-11,Late,Johor Bahru-Johor-80000
CA-2023-1624534,Second Class,Parcel Express,2023-05-24,2023-06-23,Late,Johor Bahru-Johor-80000
CA-2023-162514,Second Class,Parcel Express,2023-05-16,2023-06-15,Late,Johor Bahru-Johor-80000
CA-2023-1627738,Second Class,Hero Van,2023-05-21,2023-05-31,Early,Kota Kinabalu-Sabah-88000
CA-2023-1629824,Second Class,Parcel Express,2023-05-17,2023-06-06,On time,Kota Kinabalu-Sabah-88000
CA-2023-1630665,Second Class,Hero Van,2023-05-14,2023-05-24,Early,Kota Kinabalu-Sabah-88000
CA-2023-1632576,Second Class,Hero Van,2023-05-15,2023-06-04,On time,Kuching-Sarawak-93000
CA-2023-1633220,Second Class,Hero Van,2023-05-11,2023-05-31,On time,Kuching-Sarawak-93000
CA-2023-1633523,Second Class,HomeLaju,2023-05-08,2023-05-18,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1635153,Second Class,Parcel Express,2023-05-23,2023-06-22,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1636212,Second Class,Parcel Express,2023-05-14,2023-05-24,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-163629,Second Class,HomeLaju,2023-05-02,2023-05-22,On time,George Town-Penang-10200
CA-2023-1637662,Second Class,Parcel Express,2023-05-08,2023-05-28,On time,George Town-Penang-10200
CA-2023-1639490,Second Class,Hero Van,2023-05-28,2023-06-17,On time,Johor Bahru-Johor-80000
CA-2023-164112,Second Class,Parcel Express,2023-05-02,2023-05-22,On time,Johor Bahru-Johor-80000
CA-2023-1641277,Standard Class,HomeLaju,2023-05-20,2023-06-19,Late,Kota Kinabalu-Sabah-88000
CA-2023-164168,Standard Class,Parcel Express,2023-05-27,2023-06-06,Early,Kota Kinabalu-Sabah-88000
CA-2023-1643015,Standard Class,Parcel Express,2023-05-28,2023-06-07,Early,Kota Kinabalu-Sabah-88000
CA-2023-1643109,Second Class,Hero Van,2023-05-02,2023-05-12,Early,Kuching-Sarawak-93000
CA-2023-1644116,Second Class,Hero Van,2023-05-21,2023-05-31,Early,Kuching-Sarawak-93000
CA-2023-1645076,Second Class,HomeLaju,2023-05-08,2023-06-07,Late,Kuching-Sarawak-93000
CA-2023-1645112,Standard Class,HomeLaju,2023-05-18,2023-06-17,Late,George Town-Penang-10200
CA-2023-1647614,Standard Class,HomeLaju,2023-05-16,2023-05-26,Early,George Town-Penang-10200
CA-2023-1648793,Standard Class,Hero Van,2023-05-16,2023-06-05,On time,Johor Bahru-Johor-80000
CA-2023-164930,Standard Class,HomeLaju,2023-05-15,2023-06-14,Late,Johor Bahru-Johor-80000
CA-2023-1649442,Second Class,HomeLaju,2023-05-09,2023-05-19,Early,Kuching-Sarawak-93000
CA-2023-1653274,Second Class,Hero Van,2023-05-09,2023-05-29,On time,Kuching-Sarawak-93000
CA-2023-1655184,Second Class,Parcel Express,2023-05-22,2023-06-21,Late,Kuching-Sarawak-93000
CA-2023-1658124,Second Class,Hero Van,2023-05-17,2023-05-27,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-165841,Second Class,HomeLaju,2023-05-21,2023-05-31,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1658806,Second Class,Parcel Express,2023-05-03,2023-05-13,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1660515,Second Class,HomeLaju,2023-05-21,2023-06-20,Late,Johor Bahru-Johor-80000
CA-2023-1661142,Second Class,HomeLaju,2023-05-05,2023-05-15,Early,Johor Bahru-Johor-80000
CA-2023-166128,Second Class,Parcel Express,2023-05-21,2023-05-31,Early,Johor Bahru-Johor-80000
CA-2023-1661473,Standard Class,HomeLaju,2023-05-05,2023-06-04,Late,Kuching-Sarawak-93000
CA-2023-1664003,Standard Class,HomeLaju,2023-05-21,2023-06-10,On time,Kuching-Sarawak-93000
CA-2023-166415,Standard Class,HomeLaju,2023-05-22,2023-06-11,On time,Kuching-Sarawak-93000
CA-2023-1664521,Standard Class,HomeLaju,2023-05-24,2023-06-23,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1664597,Standard Class,HomeLaju,2023-05-12,2023-06-11,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1664743,Standard Class,HomeLaju,2023-05-11,2023-05-21,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1666550,First Class,Parcel Express,2023-05-20,2023-06-19,Late,George Town-Penang-10200
CA-2023-1667113,First Class,Hero Van,2023-05-26,2023-06-05,Early,George Town-Penang-10200
CA-2023-166835,Standard Class,Hero Van,2023-05-06,2023-06-05,Late,Johor Bahru-Johor-80000
CA-2023-1669043,Standard Class,Hero Van,2023-05-28,2023-06-07,Early,Johor Bahru-Johor-80000
CA-2023-166933,Standard Class,Hero Van,2023-05-03,2023-05-23,On time,Kota Kinabalu-Sabah-88000
CA-2023-1670366,Standard Class,HomeLaju,2023-05-25,2023-06-14,On time,Kota Kinabalu-Sabah-88000
CA-2023-167051,Standard Class,HomeLaju,2023-05-14,2023-06-13,Late,George Town-Penang-10200
CA-2023-1670833,Standard Class,HomeLaju,2023-05-20,2023-06-09,On time,George Town-Penang-10200
CA-2023-1671754,Standard Class,HomeLaju,2023-05-13,2023-06-12,Late,George Town-Penang-10200
CA-2023-1672791,Standard Class,HomeLaju,2023-05-24,2023-06-13,On time,Johor Bahru-Johor-80000
CA-2023-1673093,Standard Class,Parcel Express,2023-05-24,2023-06-23,Late,Johor Bahru-Johor-80000
CA-2023-1673773,Standard Class,Hero Van,2023-05-23,2023-06-02,Early,Kuching-Sarawak-93000
CA-2023-167381,Standard Class,HomeLaju,2023-05-23,2023-06-12,On time,Kuching-Sarawak-93000
CA-2023-167395,First Class,Hero Van,2023-05-02,2023-05-12,Early,Kuching-Sarawak-93000
CA-2023-1673969,First Class,HomeLaju,2023-05-15,2023-05-25,Early,Kuching-Sarawak-93000
CA-2023-1674565,Second Class,Parcel Express,2023-05-27,2023-06-26,Late,George Town-Penang-10200
CA-2023-1677155,Second Class,Hero Van,2023-05-11,2023-06-10,Late,George Town-Penang-10200
CA-2023-1677189,Standard Class,HomeLaju,2023-05-13,2023-06-02,On time,Johor Bahru-Johor-80000
CA-2023-1678768,Standard Class,HomeLaju,2023-05-11,2023-06-10,Late,Johor Bahru-Johor-80000
CA-2023-1679866,Standard Class,Parcel Express,2023-05-23,2023-06-02,Early,Johor Bahru-Johor-80000
CA-2023-1680517,Standard Class,Hero Van,2023-05-25,2023-06-04,Early,Kota Kinabalu-Sabah-88000
CA-2023-168109,Standard Class,HomeLaju,2023-05-15,2023-05-25,Early,Kota Kinabalu-Sabah-88000
CA-2023-1682572,Second Class,HomeLaju,2023-05-10,2023-05-20,Early,Kuching-Sarawak-93000
CA-2023-168403,Second Class,Hero Van,2023-05-21,2023-06-10,On time,Kuching-Sarawak-93000
CA-2023-168641,Second Class,HomeLaju,2023-05-08,2023-06-07,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-168858,Second Class,Parcel Express,2023-05-05,2023-06-04,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1689445,Second Class,HomeLaju,2023-05-12,2023-05-22,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1689748,Second Class,HomeLaju,2023-05-02,2023-06-01,Late,George Town-Penang-10200
CA-2023-1689749,Second Class,Hero Van,2023-05-08,2023-05-28,On time,George Town-Penang-10200
CA-2023-1690070,Second Class,Hero Van,2023-05-28,2023-06-27,Late,Johor Bahru-Johor-80000
CA-2023-1692150,Second Class,Hero Van,2023-05-12,2023-06-01,On time,Johor Bahru-Johor-80000
CA-2023-1692879,Second Class,Parcel Express,2023-05-16,2023-06-05,On time,Kota Kinabalu-Sabah-88000
CA-2023-169693,Second Class,HomeLaju,2023-05-09,2023-06-08,Late,Kota Kinabalu-Sabah-88000
CA-2023-1698615,Standard Class,Hero Van,2023-05-15,2023-05-25,Early,Kuching-Sarawak-93000
CA-2023-1700472,Standard Class,HomeLaju,2023-05-02,2023-05-22,On time,Kuching-Sarawak-93000
CA-2023-170189,Standard Class,HomeLaju,2023-05-10,2023-05-30,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1703530,Standard Class,Hero Van,2023-05-23,2023-06-12,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1703980,Standard Class,HomeLaju,2023-05-08,2023-05-28,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1704656,Standard Class,HomeLaju,2023-05-04,2023-05-14,Early,George Town-Penang-10200
CA-2023-1706995,Standard Class,HomeLaju,2023-05-28,2023-06-27,Late,George Town-Penang-10200
CA-2023-1707776,Standard Class,Hero Van,2023-05-14,2023-06-13,Late,George Town-Penang-10200
CA-2023-1708621,Standard Class,Hero Van,2023-05-20,2023-05-30,Early,Johor Bahru-Johor-80000
CA-2023-1708826,Standard Class,Hero Van,2023-05-06,2023-06-05,Late,Johor Bahru-Johor-80000
CA-2023-1708899,Standard Class,HomeLaju,2023-05-17,2023-06-16,Late,Kota Kinabalu-Sabah-88000
CA-2023-1709135,Standard Class,Parcel Express,2023-05-19,2023-05-29,Early,Kota Kinabalu-Sabah-88000
CA-2023-1711052,Standard Class,Parcel Express,2023-05-18,2023-06-07,On time,Kota Kinabalu-Sabah-88000
CA-2023-1711324,First Class,Parcel Express,2023-05-11,2023-05-31,On time,Kuching-Sarawak-93000
CA-2023-1713082,First Class,Hero Van,2023-05-14,2023-05-24,Early,Kuching-Sarawak-93000
CA-2023-1714826,First Class,HomeLaju,2023-05-06,2023-06-05,Late,Kuching-Sarawak-93000
CA-2023-1715166,First Class,Parcel Express,2023-05-04,2023-05-14,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1716437,First Class,Parcel Express,2023-05-20,2023-05-30,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1716805,First Class,Hero Van,2023-05-05,2023-05-25,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1718402,First Class,HomeLaju,2023-05-28,2023-06-17,On time,George Town-Penang-10200
CA-2023-1718816,First Class,Hero Van,2023-05-04,2023-06-03,Late,George Town-Penang-10200
CA-2023-1719500,First Class,Parcel Express,2023-05-28,2023-06-17,On time,Johor Bahru-Johor-80000
CA-2023-1720747,First Class,HomeLaju,2023-05-27,2023-06-26,Late,Johor Bahru-Johor-80000
CA-2023-1723119,Standard Class,HomeLaju,2023-05-11,2023-05-31,On time,Kuching-Sarawak-93000
CA-2023-1723553,Standard Class,Hero Van,2023-05-14,2023-05-24,Early,Kuching-Sarawak-93000
CA-2023-1726403,Standard Class,HomeLaju,2023-05-07,2023-06-06,Late,Kota Kinabalu-Sabah-88000
CA-2023-1727389,Standard Class,Parcel Express,2023-05-23,2023-06-02,Early,Kota Kinabalu-Sabah-88000
CA-2023-1728600,First Class,Parcel Express,2023-05-16,2023-06-05,On time,Kuching-Sarawak-93000
CA-2023-1729213,First Class,Parcel Express,2023-05-04,2023-05-14,Early,Kuching-Sarawak-93000
CA-2023-1729427,First Class,HomeLaju,2023-05-09,2023-05-19,Early,Kuching-Sarawak-93000
CA-2023-173009,First Class,Hero Van,2023-05-16,2023-06-05,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1730453,First Class,Parcel Express,2023-05-15,2023-06-04,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1731162,Same Day,HomeLaju,2023-05-18,2023-06-17,Late,George Town-Penang-10200
CA-2023-1732485,Same Day,Parcel Express,2023-05-04,2023-05-24,On time,George Town-Penang-10200
CA-2023-1733533,Same Day,HomeLaju,2023-05-21,2023-05-31,Early,Johor Bahru-Johor-80000
CA-2023-1737662,Same Day,Parcel Express,2023-05-14,2023-05-24,Early,Johor Bahru-Johor-80000
CA-2023-1738171,Same Day,Hero Van,2023-05-13,2023-05-23,Early,Johor Bahru-Johor-80000
