Order ID,Order Date,Ship Code,Ship Reference Number,Shipping ID,Payment method,Customer ID,Product Category ID,Sales,Quantity,Discount,Profit
OD0695,2023-05-13,CA-2023,137022,CA-2023-137022,E-wallet,CS0124,TEC004,68.04,7,0,19.7316
OD0696,2023-05-26,CA-2023,1370727,CA-2023-1370727,Visa,CS0124,TEC004,68.04,7,0,19.7316
OD0697,2023-05-11,CA-2023,1370817,CA-2023-1370817,Mastercard,CS0124,TEC004,68.04,7,0,19.7316
OD0698,2023-05-15,CA-2023,13725,CA-2023-13725,Mastercard,CS0126,FUR004,617.7,6,0.5,-407.682
OD0699,2023-05-21,CA-2023,137463,CA-2023-137463,E-wallet,CS0126,FUR004,617.7,6,0.5,-407.682
OD0700,2023-05-11,CA-2023,1376155,CA-2023-1376155,Mastercard,CS0129,FUR002,81.424,2,0.2,-9.1602
OD0701,2023-05-24,CA-2023,1380032,CA-2023-1380032,Visa,CS0129,FUR002,81.424,2,0.2,-9.1602
OD0702,2023-05-01,CA-2023,138016,CA-2023-138016,Mastercard,CS0129,FUR002,81.424,2,0.2,-9.1602
OD0703,2023-05-18,CA-2023,1380229,CA-2023-1380229,Visa,CS0130,FUR003,238.56,3,0,26.2416
OD0704,2023-05-28,CA-2023,1382600,CA-2023-1382600,Visa,CS0130,FUR003,238.56,3,0,26.2416
OD0705,2023-05-04,CA-2023,1383018,CA-2023-1383018,Mastercard,CS0130,FUR003,238.56,3,0,26.2416
OD0706,2023-05-22,CA-2023,1384798,CA-2023-1384798,E-wallet,CS0134,OS007,20.04,3,0,9.6192
OD0707,2023-05-06,CA-2023,1385305,CA-2023-1385305,Visa,CS0134,OS007,20.04,3,0,9.6192
OD0708,2023-05-19,CA-2023,1387835,CA-2023-1387835,E-wallet,CS0135,OS007,35.44,1,0,16.6568
OD0709,2023-05-13,CA-2023,1388476,CA-2023-1388476,Mastercard,CS0135,OS007,35.44,1,0,16.6568
OD0710,2023-05-12,CA-2023,1394232,CA-2023-1394232,Visa,CS0136,OS002,11.52,4,0,3.456
OD0711,2023-05-19,CA-2023,139493,CA-2023-139493,Mastercard,CS0136,OS002,11.52,4,0,3.456
OD0712,2023-05-05,CA-2023,139822,CA-2023-139822,Visa,CS0137,OS005,4.02,2,0,1.9698
OD0713,2023-05-11,CA-2023,1398954,CA-2023-1398954,Mastercard,CS0137,OS005,4.02,2,0,1.9698
OD0714,2023-05-20,CA-2023,1399151,CA-2023-1399151,Visa,CS0137,OS005,4.02,2,0,1.9698
OD0715,2023-05-05,CA-2023,140122,CA-2023-140122,Mastercard,CS0141,FUR003,82.8,2,0.2,10.35
OD0716,2023-05-07,CA-2023,1401466,CA-2023-1401466,Visa,CS0141,FUR003,82.8,2,0.2,10.35
OD0717,2023-05-05,CA-2023,140242,CA-2023-140242,Mastercard,CS0143,OS004,10.86,3,0,5.1042
OD0718,2023-05-27,CA-2023,1404718,CA-2023-1404718,Visa,CS0143,OS004,10.86,3,0,5.1042
OD0719,2023-05-15,CA-2023,1406887,CA-2023-1406887,Mastercard,CS0144,OS007,143.7,3,0,68.976
OD0720,2023-05-20,CA-2023,1407189,CA-2023-1407189,Mastercard,CS0144,OS007,143.7,3,0,68.976
OD0721,2023-05-21,CA-2023,1408821,CA-2023-1408821,Visa,CS0144,OS007,143.7,3,0,68.976
OD0722,2023-05-07,CA-2023,1409205,CA-2023-1409205,Visa,CS0145,OS001,839.43,3,0,218.2518
OD0723,2023-05-14,CA-2023,1409851,CA-2023-1409851,Mastercard,CS0145,OS001,839.43,3,0,218.2518
OD0724,2023-05-06,CA-2023,1412447,CA-2023-1412447,Mastercard,CS0146,OS008,671.93,7,0,20.1579
OD0725,2023-05-08,CA-2023,1413238,CA-2023-1413238,Mastercard,CS0146,OS008,671.93,7,0,20.1579
OD0726,2023-05-10,CA-2023,1415288,CA-2023-1415288,Visa,CS0146,OS008,671.93,7,0,20.1579
OD0727,2023-05-27,CA-2023,1416080,CA-2023-1416080,E-wallet,CS0150,FUR002,1951.84,8,0,585.552
OD0728,2023-05-05,CA-2023,1418236,CA-2023-1418236,Mastercard,CS0150,FUR002,1951.84,8,0,585.552
OD0729,2023-05-26,CA-2023,1418469,CA-2023-1418469,Mastercard,CS0155,OS007,105.52,4,0,48.5392
OD0730,2023-05-08,CA-2023,1420044,CA-2023-1420044,Visa,CS0155,OS007,105.52,4,0,48.5392
OD0731,2023-05-08,CA-2023,1420554,CA-2023-1420554,Visa,CS0156,OS008,80.88,6,0,21.0288
OD0732,2023-05-15,CA-2023,1424900,CA-2023-1424900,Mastercard,CS0156,OS008,80.88,6,0,21.0288
OD0733,2023-05-28,CA-2023,1425044,CA-2023-1425044,Mastercard,CS0156,OS008,80.88,6,0,21.0288
OD0734,2023-05-10,CA-2023,1425295,CA-2023-1425295,E-wallet,CS0158,FUR002,457.568,2,0.2,51.4764
OD0735,2023-05-21,CA-2023,1426196,CA-2023-1426196,Mastercard,CS0158,FUR002,457.568,2,0.2,51.4764
OD0736,2023-05-13,CA-2023,142776,CA-2023-142776,Visa,CS0158,FUR002,457.568,2,0.2,51.4764
OD0737,2023-05-27,CA-2023,1428808,CA-2023-1428808,Mastercard,CS0165,OS002,9.936,3,0.2,2.7324
OD0738,2023-05-27,CA-2023,1429569,CA-2023-1429569,Visa,CS0165,OS002,9.936,3,0.2,2.7324
OD0739,2023-05-08,CA-2023,1430600,CA-2023-1430600,Visa,CS0165,OS002,9.936,3,0.2,2.7324
OD0740,2023-05-13,CA-2023,1431618,CA-2023-1431618,Mastercard,CS0166,TEC003,8159.952,8,0.4,-1359.992
OD0741,2023-05-05,CA-2023,143756,CA-2023-143756,Visa,CS0166,TEC003,8159.952,8,0.4,-1359.992
OD0742,2023-05-21,CA-2023,1438671,CA-2023-1438671,Mastercard,CS0166,TEC003,8159.952,8,0.4,-1359.992
OD0743,2023-05-26,CA-2023,1441750,CA-2023-1441750,Mastercard,CS0169,OS002,32.064,6,0.2,6.8136
OD0744,2023-05-16,CA-2023,1443427,CA-2023-1443427,Visa,CS0169,OS002,32.064,6,0.2,6.8136
OD0745,2023-05-16,CA-2023,144474,CA-2023-144474,Mastercard,CS0170,OS001,177.98,5,0.8,-453.849
OD0746,2023-05-19,CA-2023,144491,CA-2023-144491,Mastercard,CS0170,OS001,177.98,5,0.8,-453.849
OD0747,2023-05-21,CA-2023,1446122,CA-2023-1446122,Visa,CS0170,OS001,177.98,5,0.8,-453.849
OD0748,2023-05-03,CA-2023,1446501,CA-2023-1446501,Visa,CS0171,TEC004,143.976,3,0.2,8.9985
OD0749,2023-05-18,CA-2023,1446604,CA-2023-1446604,Visa,CS0171,TEC004,143.976,3,0.2,8.9985
OD0750,2023-05-07,CA-2023,1448513,CA-2023-1448513,Visa,CS0171,TEC004,143.976,3,0.2,8.9985
OD0751,2023-05-05,CA-2023,144904,CA-2023-144904,E-wallet,CS0179,OS009,15.88,5,0.2,-3.7715
OD0752,2023-05-28,CA-2023,145093,CA-2023-145093,E-wallet,CS0179,OS009,15.88,5,0.2,-3.7715
OD0753,2023-05-16,CA-2023,1451559,CA-2023-1451559,Mastercard,CS0179,OS009,15.88,5,0.2,-3.7715
OD0754,2023-05-14,CA-2023,145226,CA-2023-145226,E-wallet,CS0181,OS008,24.816,2,0.2,1.8612
OD0755,2023-05-12,CA-2023,1455175,CA-2023-1455175,Mastercard,CS0181,OS008,24.816,2,0.2,1.8612
OD0756,2023-05-09,CA-2023,1457386,CA-2023-1457386,E-wallet,CS0184,TEC004,149.95,5,0,41.986
OD0757,2023-05-05,CA-2023,1457847,CA-2023-1457847,Mastercard,CS0184,TEC004,149.95,5,0,41.986
OD0758,2023-05-14,CA-2023,1458595,CA-2023-1458595,Visa,CS0186,OS003,7.16,2,0,3.4368
OD0759,2023-05-02,CA-2023,1462261,CA-2023-1462261,Visa,CS0186,OS003,7.16,2,0,3.4368
OD0760,2023-05-23,CA-2023,1462764,CA-2023-1462764,Visa,CS0186,OS003,7.16,2,0,3.4368
OD0761,2023-05-01,CA-2023,146360,CA-2023-146360,Mastercard,CS0187,TEC001,176.8,8,0,22.984
OD0762,2023-05-06,CA-2023,1463918,CA-2023-1463918,Visa,CS0187,TEC001,176.8,8,0,22.984
OD0763,2023-05-21,CA-2023,1464370,CA-2023-1464370,Mastercard,CS0189,OS007,20.016,3,0.2,6.255
OD0764,2023-05-10,CA-2023,1464723,CA-2023-1464723,E-wallet,CS0189,OS007,20.016,3,0.2,6.255
OD0765,2023-05-11,CA-2023,1464751,CA-2023-1464751,Mastercard,CS0189,OS007,20.016,3,0.2,6.255
OD0766,2023-05-07,CA-2023,1465139,CA-2023-1465139,Visa,CS0191,TEC004,71.76,6,0,20.0928
OD0767,2023-05-23,CA-2023,1466223,CA-2023-1466223,Mastercard,CS0191,TEC004,71.76,6,0,20.0928
OD0768,2023-05-28,CA-2023,1468767,CA-2023-1468767,Mastercard,CS0192,OS007,51.84,8,0,24.8832
OD0769,2023-05-07,CA-2023,1470074,CA-2023-1470074,Mastercard,CS0192,OS007,51.84,8,0,24.8832
OD0770,2023-05-25,CA-2023,147354,CA-2023-147354,Mastercard,CS0193,FUR001,626.352,3,0.2,46.9764
OD0771,2023-05-13,CA-2023,1475055,CA-2023-1475055,Mastercard,CS0193,FUR001,626.352,3,0.2,46.9764
OD0772,2023-05-19,CA-2023,1476090,CA-2023-1476090,E-wallet,CS0193,FUR001,626.352,3,0.2,46.9764
OD0773,2023-05-04,CA-2023,1477643,CA-2023-1477643,Mastercard,CS0196,OS002,7.408,2,0.2,1.2038
OD0774,2023-05-11,CA-2023,1482387,CA-2023-1482387,Mastercard,CS0196,OS002,7.408,2,0.2,1.2038
OD0775,2023-05-17,CA-2023,1484543,CA-2023-1484543,Mastercard,CS0197,OS002,6.048,3,0.2,1.5876
OD0776,2023-05-01,CA-2023,1485032,CA-2023-1485032,Mastercard,CS0197,OS002,6.048,3,0.2,1.5876
OD0777,2023-05-20,CA-2023,1485979,CA-2023-1485979,Visa,CS0197,OS002,6.048,3,0.2,1.5876
OD0778,2023-05-20,CA-2023,1487477,CA-2023-1487477,Mastercard,CS0198,OS008,46.26,3,0,12.0276
OD0779,2023-05-28,CA-2023,1487689,CA-2023-1487689,Visa,CS0198,OS008,46.26,3,0,12.0276
OD0780,2023-05-02,CA-2023,1490226,CA-2023-1490226,Visa,CS0198,OS008,46.26,3,0,12.0276
OD0781,2023-05-23,CA-2023,1491456,CA-2023-1491456,Visa,CS0199,OS003,2.946,2,0.7,-2.2586
OD0782,2023-05-24,CA-2023,1496334,CA-2023-1496334,E-wallet,CS0199,OS003,2.946,2,0.7,-2.2586
OD0783,2023-05-12,CA-2023,1497744,CA-2023-1497744,Mastercard,CS0201,OS007,21.744,3,0.2,6.795
OD0784,2023-05-19,CA-2023,149838,CA-2023-149838,Mastercard,CS0201,OS007,21.744,3,0.2,6.795
OD0785,2023-05-13,CA-2023,1499329,CA-2023-1499329,Visa,CS0201,OS007,21.744,3,0.2,6.795
OD0786,2023-05-26,CA-2023,149944,CA-2023-149944,Visa,CS0202,FUR004,218.75,2,0.5,-161.875
OD0787,2023-05-18,CA-2023,1500614,CA-2023-1500614,Visa,CS0202,FUR004,218.75,2,0.5,-161.875
OD0788,2023-05-24,CA-2023,1500740,CA-2023-1500740,Visa,CS0204,OS001,66.284,2,0.8,-178.9668
OD0789,2023-05-07,CA-2023,1501472,CA-2023-1501472,Mastercard,CS0204,OS001,66.284,2,0.8,-178.9668
OD0790,2023-05-24,CA-2023,1502510,CA-2023-1502510,Visa,CS0204,OS001,66.284,2,0.8,-178.9668
OD0791,2023-05-04,CA-2023,1504400,CA-2023-1504400,Mastercard,CS0205,FUR003,35.168,7,0.2,9.6712
OD0792,2023-05-15,CA-2023,15064,CA-2023-15064,Mastercard,CS0205,FUR003,35.168,7,0.2,9.6712
OD0793,2023-05-18,CA-2023,1509375,CA-2023-1509375,Visa,CS0209,OS003,15.92,4,0,7.4824
OD0794,2023-05-05,CA-2023,151176,CA-2023-151176,Visa,CS0209,OS003,15.92,4,0,7.4824
OD0795,2023-05-02,CA-2023,1512081,CA-2023-1512081,Mastercard,CS0209,OS003,15.92,4,0,7.4824
OD0796,2023-05-16,CA-2023,1513581,CA-2023-1513581,Visa,CS0211,OS008,91.99,1,0,3.6796
OD0797,2023-05-18,CA-2023,151484,CA-2023-151484,Visa,CS0211,OS008,91.99,1,0,3.6796
OD0798,2023-05-02,CA-2023,1514999,CA-2023-1514999,Visa,CS0211,OS008,91.99,1,0,3.6796
OD0799,2023-05-02,CA-2023,1516896,CA-2023-1516896,Mastercard,CS0213,OS006,23.68,2,0.2,8.88
OD0800,2023-05-28,CA-2023,151750,CA-2023-151750,Mastercard,CS0213,OS006,23.68,2,0.2,8.88
OD0801,2023-05-26,CA-2023,1518412,CA-2023-1518412,Visa,CS0213,OS006,23.68,2,0.2,8.88
OD0802,2023-05-17,CA-2023,151855,CA-2023-151855,Mastercard,CS0215,TEC004,62.982,3,0.4,-14.6958
OD0803,2023-05-08,CA-2023,1518947,CA-2023-1518947,Visa,CS0215,TEC004,62.982,3,0.4,-14.6958
OD0804,2023-05-03,CA-2023,152310,CA-2023-152310,Visa,CS0215,TEC004,62.982,3,0.4,-14.6958
OD0805,2023-05-12,CA-2023,1523796,CA-2023-1523796,Visa,CS0217,TEC001,89.584,2,0.2,4.4792
OD0806,2023-05-23,CA-2023,152554,CA-2023-152554,Visa,CS0217,TEC001,89.584,2,0.2,4.4792
OD0807,2023-05-28,CA-2023,1527652,CA-2023-1527652,Mastercard,CS0218,OS008,93.06,6,0,26.0568
OD0808,2023-05-26,CA-2023,152807,CA-2023-152807,Visa,CS0218,OS008,93.06,6,0,26.0568
OD0809,2023-05-07,CA-2023,1531705,CA-2023-1531705,Mastercard,CS0221,OS007,22.704,6,0.2,8.2302
OD0810,2023-05-10,CA-2023,1531859,CA-2023-1531859,E-wallet,CS0221,OS007,22.704,6,0.2,8.2302
OD0811,2023-05-21,CA-2023,153286,CA-2023-153286,Mastercard,CS0221,OS007,22.704,6,0.2,8.2302
OD0812,2023-05-22,CA-2023,1533483,CA-2023-1533483,Visa,CS0223,FUR003,72.704,4,0.2,19.0848
OD0813,2023-05-03,CA-2023,1533748,CA-2023-1533748,Mastercard,CS0223,FUR003,72.704,4,0.2,19.0848
OD0814,2023-05-05,CA-2023,1534209,CA-2023-1534209,Visa,CS0223,FUR003,72.704,4,0.2,19.0848
OD0815,2023-05-22,CA-2023,1537602,CA-2023-1537602,Visa,CS0228,OS008,21.98,1,0,0.2198
OD0816,2023-05-11,CA-2023,1540562,CA-2023-1540562,Mastercard,CS0228,OS008,21.98,1,0,0.2198
OD0817,2023-05-15,CA-2023,1544162,CA-2023-1544162,Mastercard,CS0229,FUR002,161.568,2,0.2,-28.2744
OD0818,2023-05-27,CA-2023,1545380,CA-2023-1545380,Visa,CS0229,FUR002,161.568,2,0.2,-28.2744
OD0819,2023-05-11,CA-2023,1545649,CA-2023-1545649,Mastercard,CS0230,FUR002,389.696,8,0.2,43.8408
OD0820,2023-05-10,CA-2023,1547125,CA-2023-1547125,Mastercard,CS0230,FUR002,389.696,8,0.2,43.8408
OD0821,2023-05-27,CA-2023,1547559,CA-2023-1547559,E-wallet,CS0231,OS003,18.648,7,0.7,-12.432
OD0822,2023-05-07,CA-2023,1548826,CA-2023-1548826,Visa,CS0231,OS003,18.648,7,0.7,-12.432
OD0823,2023-05-04,CA-2023,1549835,CA-2023-1549835,Mastercard,CS0232,FUR004,233.86,2,0.45,-102.048
OD0824,2023-05-26,CA-2023,1550728,CA-2023-1550728,Mastercard,CS0232,FUR004,233.86,2,0.45,-102.048
OD0825,2023-05-01,CA-2023,1551748,CA-2023-1551748,Mastercard,CS0233,FUR004,620.6145,3,0.45,-248.2458
OD0826,2023-05-02,CA-2023,1552378,CA-2023-1552378,Mastercard,CS0233,FUR004,620.6145,3,0.45,-248.2458
OD0827,2023-05-05,CA-2023,1552395,CA-2023-1552395,Mastercard,CS0234,OS003,5.328,2,0.7,-3.552
OD0828,2023-05-06,CA-2023,1556476,CA-2023-1556476,Visa,CS0234,OS003,5.328,2,0.7,-3.552
OD0829,2023-05-25,CA-2023,1557707,CA-2023-1557707,Mastercard,CS0234,OS003,5.328,2,0.7,-3.552
OD0830,2023-05-08,CA-2023,1558166,CA-2023-1558166,Visa,CS0235,FUR003,258.072,3,0.2,0
OD0831,2023-05-03,CA-2023,1558213,CA-2023-1558213,Visa,CS0235,FUR003,258.072,3,0.2,0
OD0832,2023-05-19,CA-2023,156237,CA-2023-156237,E-wallet,CS0241,TEC004,31.984,2,0.2,11.1944
OD0833,2023-05-18,CA-2023,1563441,CA-2023-1563441,Visa,CS0241,TEC004,31.984,2,0.2,11.1944
OD0834,2023-05-12,CA-2023,1564775,CA-2023-1564775,Visa,CS0242,FUR004,177.225,5,0.5,-120.513
OD0835,2023-05-18,CA-2023,156769,CA-2023-156769,Visa,CS0242,FUR004,177.225,5,0.5,-120.513
OD0836,2023-05-23,CA-2023,1570566,CA-2023-1570566,Mastercard,CS0242,FUR004,177.225,5,0.5,-120.513
OD0837,2023-05-25,CA-2023,1570873,CA-2023-1570873,E-wallet,CS0244,OS002,7.408,2,0.2,1.2038
OD0838,2023-05-18,CA-2023,1573270,CA-2023-1573270,E-wallet,CS0244,OS002,7.408,2,0.2,1.2038
OD0839,2023-05-28,CA-2023,1574010,CA-2023-1574010,Visa,CS0244,OS002,7.408,2,0.2,1.2038
OD0840,2023-05-07,CA-2023,157469,CA-2023-157469,Mastercard,CS0245,FUR002,2001.86,7,0,580.5394
OD0841,2023-05-24,CA-2023,1574983,CA-2023-1574983,Visa,CS0245,FUR002,2001.86,7,0,580.5394
OD0842,2023-05-11,CA-2023,157554,CA-2023-157554,Mastercard,CS0245,FUR002,2001.86,7,0,580.5394
OD0843,2023-05-04,CA-2023,1576663,CA-2023-1576663,Mastercard,CS0246,OS008,166.72,2,0,41.68
OD0844,2023-05-18,CA-2023,1577447,CA-2023-1577447,Mastercard,CS0246,OS008,166.72,2,0,41.68
OD0845,2023-05-18,CA-2023,1577963,CA-2023-1577963,Mastercard,CS0247,OS007,47.88,6,0,23.94
OD0846,2023-05-27,CA-2023,1578409,CA-2023-1578409,Mastercard,CS0247,OS007,47.88,6,0,23.94
OD0847,2023-05-04,CA-2023,157966,CA-2023-157966,Visa,CS0250,FUR002,321.568,2,0.2,28.1372
OD0848,2023-05-06,CA-2023,1580691,CA-2023-1580691,Mastercard,CS0250,FUR002,321.568,2,0.2,28.1372
OD0849,2023-05-15,CA-2023,158071,CA-2023-158071,Mastercard,CS0251,OS007,7.61,1,0,3.5767
OD0850,2023-05-14,CA-2023,158071,CA-2023-158071,Visa,CS0251,OS007,7.61,1,0,3.5767
OD0851,2023-05-27,CA-2023,158133,CA-2023-158133,Mastercard,CS0251,OS007,7.61,1,0,3.5767
OD0852,2023-05-21,CA-2023,1583648,CA-2023-1583648,Mastercard,CS0255,FUR003,12.132,9,0.6,-8.4924
OD0853,2023-05-02,CA-2023,1585233,CA-2023-1585233,Mastercard,CS0255,FUR003,12.132,9,0.6,-8.4924
OD0854,2023-05-10,CA-2023,1585418,CA-2023-1585418,Visa,CS0256,OS008,82.368,2,0.2,-19.5624
OD0855,2023-05-17,CA-2023,1587177,CA-2023-1587177,Mastercard,CS0256,OS008,82.368,2,0.2,-19.5624
OD0856,2023-05-05,CA-2023,158722,CA-2023-158722,Mastercard,CS0256,OS008,82.368,2,0.2,-19.5624
OD0857,2023-05-19,CA-2023,158734,CA-2023-158734,Mastercard,CS0258,TEC004,647.904,6,0.2,56.6916
OD0858,2023-05-12,CA-2023,158743,CA-2023-158743,Visa,CS0258,TEC004,647.904,6,0.2,56.6916
OD0859,2023-05-14,CA-2023,1588179,CA-2023-1588179,Mastercard,CS0258,TEC004,647.904,6,0.2,56.6916
OD0860,2023-05-10,CA-2023,1590526,CA-2023-1590526,Mastercard,CS0262,OS001,1.624,2,0.8,-4.466
OD0861,2023-05-06,CA-2023,159100,CA-2023-159100,Mastercard,CS0262,OS001,1.624,2,0.8,-4.466
OD0862,2023-05-22,CA-2023,1593394,CA-2023-1593394,Visa,CS0266,TEC001,79.9,2,0,35.156
OD0863,2023-05-20,CA-2023,1593866,CA-2023-1593866,Mastercard,CS0266,TEC001,79.9,2,0,35.156
OD0864,2023-05-10,CA-2023,1594423,CA-2023-1594423,Visa,CS0269,OS008,37.208,1,0.2,-7.4416
OD0865,2023-05-21,CA-2023,1594567,CA-2023-1594567,Visa,CS0269,OS008,37.208,1,0.2,-7.4416
OD0866,2023-05-04,CA-2023,159743,CA-2023-159743,Visa,CS0269,OS008,37.208,1,0.2,-7.4416
OD0867,2023-05-22,CA-2023,1599297,CA-2023-1599297,Mastercard,CS0274,OS003,10.92,3,0.2,4.095
OD0868,2023-05-09,CA-2023,1600793,CA-2023-1600793,E-wallet,CS0274,OS003,10.92,3,0.2,4.095
OD0869,2023-05-05,CA-2023,1603783,CA-2023-1603783,Mastercard,CS0274,OS003,10.92,3,0.2,4.095
OD0870,2023-05-09,CA-2023,1605761,CA-2023-1605761,E-wallet,CS0276,OS002,5.98,1,0,1.5548
OD0871,2023-05-01,CA-2023,1607268,CA-2023-1607268,Mastercard,CS0276,OS002,5.98,1,0,1.5548
OD0872,2023-05-03,CA-2023,1608737,CA-2023-1608737,Visa,CS0276,OS002,5.98,1,0,1.5548
OD0873,2023-05-15,CA-2023,161067,CA-2023-161067,Visa,CS0277,OS007,11.648,2,0.2,4.0768
OD0874,2023-05-27,CA-2023,1610802,CA-2023-1610802,Visa,CS0277,OS007,11.648,2,0.2,4.0768
OD0875,2023-05-20,CA-2023,161088,CA-2023-161088,Visa,CS0282,TEC004,1114.4,7,0.2,376.11
OD0876,2023-05-25,CA-2023,1612600,CA-2023-1612600,Visa,CS0282,TEC004,1114.4,7,0.2,376.11
OD0877,2023-05-27,CA-2023,161333,CA-2023-161333,Mastercard,CS0282,TEC004,1114.4,7,0.2,376.11
OD0878,2023-05-05,CA-2023,1614789,CA-2023-1614789,Visa,CS0284,OS007,141.76,5,0.2,47.844
OD0879,2023-05-24,CA-2023,161577,CA-2023-161577,Visa,CS0284,OS007,141.76,5,0.2,47.844
OD0880,2023-05-17,CA-2023,1615955,CA-2023-1615955,Mastercard,CS0285,TEC001,239.8,5,0.2,47.96
OD0881,2023-05-24,CA-2023,1616822,CA-2023-1616822,Visa,CS0285,TEC001,239.8,5,0.2,47.96
OD0882,2023-05-08,CA-2023,1617430,CA-2023-1617430,Mastercard,CS0285,TEC001,239.8,5,0.2,47.96
OD0883,2023-05-22,CA-2023,1618244,CA-2023-1618244,E-wallet,CS0287,OS003,254.058,7,0.7,-169.372
OD0884,2023-05-26,CA-2023,161893,CA-2023-161893,Mastercard,CS0287,OS003,254.058,7,0.7,-169.372
OD0885,2023-05-20,CA-2023,1621413,CA-2023-1621413,Visa,CS0287,OS003,254.058,7,0.7,-169.372
OD0886,2023-05-12,CA-2023,1624263,CA-2023-1624263,Mastercard,CS0288,OS001,194.528,2,0.2,24.316
OD0887,2023-05-24,CA-2023,1624534,CA-2023-1624534,Mastercard,CS0288,OS001,194.528,2,0.2,24.316
OD0888,2023-05-16,CA-2023,162514,CA-2023-162514,E-wallet,CS0288,OS001,194.528,2,0.2,24.316
OD0889,2023-05-21,CA-2023,1627738,CA-2023-1627738,Mastercard,CS0289,OS009,961.48,5,0.2,-204.3145
OD0890,2023-05-17,CA-2023,1629824,CA-2023-1629824,Mastercard,CS0289,OS009,961.48,5,0.2,-204.3145
OD0891,2023-05-14,CA-2023,1630665,CA-2023-1630665,Mastercard,CS0289,OS009,961.48,5,0.2,-204.3145
OD0892,2023-05-15,CA-2023,1632576,CA-2023-1632576,Mastercard,CS0290,OS005,19.096,7,0.2,6.6836
OD0893,2023-05-11,CA-2023,1633220,CA-2023-1633220,Visa,CS0290,OS005,19.096,7,0.2,6.6836
OD0894,2023-05-08,CA-2023,1633523,CA-2023-1633523,Mastercard,CS0291,OS006,18.496,8,0.2,6.2424
OD0895,2023-05-23,CA-2023,1635153,CA-2023-1635153,E-wallet,CS0291,OS006,18.496,8,0.2,6.2424
OD0896,2023-05-14,CA-2023,1636212,CA-2023-1636212,Visa,CS0291,OS006,18.496,8,0.2,6.2424
OD0897,2023-05-02,CA-2023,163629,CA-2023-163629,Mastercard,CS0292,TEC001,255.984,2,0.2,54.3966
OD0898,2023-05-08,CA-2023,1637662,CA-2023-1637662,Mastercard,CS0292,TEC001,255.984,2,0.2,54.3966
OD0899,2023-05-28,CA-2023,1639490,CA-2023-1639490,Mastercard,CS0293,FUR001,86.97,3,0.5,-48.7032
OD0900,2023-05-02,CA-2023,164112,CA-2023-164112,Mastercard,CS0293,FUR001,86.97,3,0.5,-48.7032
OD0901,2023-05-20,CA-2023,1641277,CA-2023-1641277,Visa,CS0304,FUR004,219.075,3,0.5,-131.445
OD0902,2023-05-27,CA-2023,164168,CA-2023-164168,Visa,CS0304,FUR004,219.075,3,0.5,-131.445
OD0903,2023-05-28,CA-2023,1643015,CA-2023-1643015,E-wallet,CS0304,FUR004,219.075,3,0.5,-131.445
OD0904,2023-05-02,CA-2023,1643109,CA-2023-1643109,Visa,CS0305,FUR003,26.8,2,0,12.864
OD0905,2023-05-21,CA-2023,1644116,CA-2023-1644116,Mastercard,CS0305,FUR003,26.8,2,0,12.864
OD0906,2023-05-08,CA-2023,1645076,CA-2023-1645076,Mastercard,CS0305,FUR003,26.8,2,0,12.864
OD0907,2023-05-18,CA-2023,1645112,CA-2023-1645112,Visa,CS0307,OS003,45.48,3,0,20.9208
OD0908,2023-05-16,CA-2023,1647614,CA-2023-1647614,Visa,CS0307,OS003,45.48,3,0,20.9208
OD0909,2023-05-16,CA-2023,1648793,CA-2023-1648793,Visa,CS0308,OS002,289.2,6,0,83.868
OD0910,2023-05-15,CA-2023,164930,CA-2023-164930,Mastercard,CS0308,OS002,289.2,6,0,83.868
OD0911,2023-05-09,CA-2023,1649442,CA-2023-1649442,Visa,CS0310,FUR003,15.136,4,0.2,3.5948
OD0912,2023-05-09,CA-2023,1653274,CA-2023-1653274,Mastercard,CS0310,FUR003,15.136,4,0.2,3.5948
OD0913,2023-05-22,CA-2023,1655184,CA-2023-1655184,Mastercard,CS0310,FUR003,15.136,4,0.2,3.5948
OD0914,2023-05-17,CA-2023,1658124,CA-2023-1658124,Visa,CS0311,FUR002,466.768,2,0.2,52.5114
OD0915,2023-05-21,CA-2023,165841,CA-2023-165841,Visa,CS0311,FUR002,466.768,2,0.2,52.5114
OD0916,2023-05-03,CA-2023,1658806,CA-2023-1658806,Mastercard,CS0311,FUR002,466.768,2,0.2,52.5114
OD0917,2023-05-21,CA-2023,1660515,CA-2023-1660515,E-wallet,CS0313,OS006,6.264,3,0.2,2.0358
OD0918,2023-05-05,CA-2023,1661142,CA-2023-1661142,Mastercard,CS0313,OS006,6.264,3,0.2,2.0358
OD0919,2023-05-21,CA-2023,166128,CA-2023-166128,Mastercard,CS0313,OS006,6.264,3,0.2,2.0358
OD0920,2023-05-05,CA-2023,1661473,CA-2023-1661473,Visa,CS0315,TEC004,178.384,2,0.2,22.298
OD0921,2023-05-21,CA-2023,1664003,CA-2023-1664003,Mastercard,CS0315,TEC004,178.384,2,0.2,22.298
OD0922,2023-05-22,CA-2023,166415,CA-2023-166415,Visa,CS0315,TEC004,178.384,2,0.2,22.298
OD0923,2023-05-24,CA-2023,1664521,CA-2023-1664521,Visa,CS0316,OS007,15.552,3,0.2,5.4432
OD0924,2023-05-12,CA-2023,1664597,CA-2023-1664597,Visa,CS0316,OS007,15.552,3,0.2,5.4432
